DATE,BTC_LAST,BTC_LOW,BTC_HIGH,BTC_RETURN,FUT_LAST,FUT_LOW,FUT_HIGH,FUT_RETURN
10/13/2020,11434.88,11315.43,11726.83,-0.0116,11440,11355,11805,-0.0165
10/14/2020,11393.36,11297.02,11555.34,-0.0036,11410,11340,11630,-0.0026
10/15/2020,11545.26,11264.66,11616.81,0.0132,11595,11315,11695,0.0161
10/16/2020,11319.41,11216.33,11548.19,-0.0198,11360,11225,11610,-0.0205
10/19/2020,11735.13,11414.03,11835,0.0361,11755,11470,11910,0.0342
10/20/2020,11904.78,11686.97,12052.31,0.0144,11970,11740,12110,0.0181
10/21/2020,12855.5,11888.86,12915.2,0.0768,12755,11960,13005,0.0635
10/22/2020,13124.02,12698.03,13241.7,0.0207,13155,12725,13285,0.0309
10/23/2020,12942.9,12735.75,13200,-0.0139,12970,12775,13260,-0.0142
10/26/2020,13019.83,12791.5,13242.92,0.0059,13045,12805,13300,0.0058
10/27/2020,13620.54,13000.82,13756.56,0.0451,13685,13025,13780,0.0479
10/28/2020,13213.48,12907.9,13857.94,-0.0303,13175,12885,13870,-0.0380
10/29/2020,13486.71,12986.32,13647.43,0.0205,13505,12995,13665,0.0247
10/30/2020,13639.46,13132.74,13676.44,0.0113,13479,13150,13660,-0.0019
11/2/2020,13619.76,13222.44,13840.93,-0.0014,13790,13370,14065,0.0228
11/3/2020,13741.48,13298.75,13803.45,0.0089,13845,13390,13950,0.0040
11/4/2020,14008.75,13542.5,14265.06,0.0193,14200,13635,14420,0.0253
11/5/2020,15243.85,14008.75,15301.38,0.0845,15260,14165,15505,0.0720
11/6/2020,15553.32,15206.06,15966.49,0.0201,15630,15350,16155,0.0240
11/9/2020,15387.48,14831.21,15848.6,-0.0107,15450,14880,16005,-0.0116
11/10/2020,15389.01,15098.25,15477.98,0.0001,15355,15130,15595,-0.0062
11/11/2020,15831.57,15291.46,15989.96,0.0284,15805,15350,16090,0.0289
11/12/2020,16159.74,15478.5,16215.15,0.0205,16240,15520,16300,0.0272
11/13/2020,16294.47,15975.94,16491.65,0.0083,16270,16025,16585,0.0018
11/16/2020,16704.72,15798.63,16889.01,0.0249,16895,15915,16935,0.0377
11/17/2020,17639.21,16573.93,17864.79,0.0544,17730,16620,17930,0.0482
11/18/2020,17786.57,17257.07,18479.75,0.0083,17685,17235,18540,-0.0025
11/19/2020,17946.04,17359.99,18180.41,0.0089,18095,17375,18260,0.0229
11/20/2020,18589.49,17723.36,18821.7,0.0352,18685,17740,18880,0.0321
11/23/2020,18422.02,18007.23,18777.32,-0.0090,18410,18040,18850,-0.0148
11/24/2020,18944.86,18067.32,19438.67,0.0280,19110,18075,19515,0.0373
11/25/2020,18880.69,18641.61,19504.5,-0.0034,18915,18640,19605,-0.0103
11/27/2020,17005.85,16451.41,17465.31,-0.1046,16628,16230,18935,-0.1289
11/30/2020,19378.61,18087.3,19857.03,0.1306,19730,18275,20260,0.1711
12/1/2020,19055.69,18157.38,19914.33,-0.0168,19275,18300,20360,-0.0233
12/2/2020,19156.67,18345.65,19338.33,0.0053,19295,18560,19585,0.0010
12/3/2020,19462.14,18889.2,19614.08,0.0158,19565,19070,19880,0.0139
12/4/2020,18825.45,18709.29,19555.44,-0.0333,19100,18830,19750,-0.0241
12/7/2020,19084.67,18911.43,19429.48,0.0137,19170,19020,19615,0.0037
12/8/2020,18773.5,18623.13,19298.23,-0.0164,18825,18695,19475,-0.0182
12/9/2020,18520.56,17644.39,18834.5,-0.0136,18420,17705,18685,-0.0217
12/10/2020,18349.98,17914.56,18643.57,-0.0093,18440,17940,18750,0.0011
12/11/2020,18101.38,17589.25,18397.9,-0.0136,18020,17575,18460,-0.0230
12/14/2020,19199.17,18984.08,19338.03,0.0589,19270,19080,19430,0.0671
12/15/2020,19424.24,19054.8,19562.34,0.0117,19560,19120,19675,0.0149
12/16/2020,21206.36,19300.69,21295,0.0878,20930,19340,21430,0.0677
12/17/2020,22779.13,21205.83,23720.4,0.0715,22870,21320,23915,0.0886
12/18/2020,22901.2,22363.54,23282.74,0.0053,22860,22435,23415,-0.0004
12/21/2020,23142.45,21966.16,24118.48,0.0105,22880,21950,24210,0.0009
12/22/2020,23437.95,22390.03,23615.11,0.0127,23445,22430,23645,0.0244
12/23/2020,23297.72,22816.64,24081.68,-0.0060,23510,22800,24175,0.0028
12/24/2020,23405.27,22658.01,23550.76,0.0046,23197,22715,23475,-0.0134
12/28/2020,26599.22,26088.78,27468.07,0.1279,27110,26535,27900,0.1559
12/29/2020,26895.14,25852.63,27186.14,0.0111,27210,26080,27450,0.0037
12/30/2020,28904.39,26894.99,28992.19,0.0720,29155,27235,29370,0.0690
12/31/2020,28996.28,27971.04,29292.47,0.0032,29385,28230,29700,0.0079
1/4/2021,31037.38,28019.06,33665.47,0.0680,31550,28440,34170,0.0711
1/5/2021,33792.24,29942.94,34275.13,0.0850,34515,30250,34680,0.0898
1/6/2021,35939.27,33373.72,36499.88,0.0616,36565,33780,37035,0.0577
1/7/2021,39733,35787.72,40394.88,0.1004,39625,36445,41000,0.0804
1/8/2021,40040.7,36644.59,41981.76,0.0077,39520,37000,42730,-0.0027
1/11/2021,33964.38,30324,39025.91,-0.1646,33780,31105,39165,-0.1569
1/12/2021,34712.73,32523.12,36610.11,0.0218,34500,32780,37050,0.0211
1/13/2021,37283.48,32359.2,37400.06,0.0714,36375,32610,37580,0.0529
1/14/2021,38765.5,36765.23,40094.81,0.0390,39605,36915,40365,0.0851
1/15/2021,36261.52,34409.04,39690.45,-0.0668,35625,34555,39980,-0.1059
1/19/2021,36489.64,36094,37854.38,0.0063,36595,34890,38155,0.0269
1/20/2021,34913.07,33412.72,36792.11,-0.0442,35035,33435,36845,-0.0436
1/21/2021,31217,30986.71,35675.23,-0.1119,31920,30930,35740,-0.0931
1/22/2021,33322.33,28817.89,33856.64,0.0653,33580,28900,33860,0.0507
1/25/2021,32701.29,31694.76,34882.55,-0.0188,33440,32035,34930,-0.0042
1/26/2021,32017.04,30854.15,32825.83,-0.0211,31950,30800,32845,-0.0456
1/27/2021,31005.85,29241.49,32930.66,-0.0321,31475,29075,32925,-0.0150
1/28/2021,33248.02,29904.18,33327.16,0.0698,32650,29860,33355,0.0367
1/29/2021,34641.09,31997.55,38627.38,0.0410,37242,32000,38755,0.1316
2/1/2021,33664.82,32338.3,34699.56,-0.0286,34000,32530,35005,-0.0911
2/2/2021,35687.9,33456.2,36002.09,0.0584,36170,33605,36370,0.0619
2/3/2021,37294.95,35408.34,37449.73,0.0440,37390,35740,37790,0.0332
2/4/2021,37681.13,36211.68,38744.06,0.0103,37915,36435,39200,0.0139
2/5/2021,37858.84,36626.11,38346.61,0.0047,38015,36895,38755,0.0026
2/8/2021,44691.74,38065.02,44807.01,0.1659,44755,38305,45500,0.1632
2/9/2021,47335.77,44316.2,48215.83,0.0575,47765,45175,48885,0.0651
2/10/2021,45039.51,43764.47,47348.97,-0.0497,44915,43950,48060,-0.0615
2/11/2021,46931.97,44042.01,48663.06,0.0412,47525,44345,49215,0.0565
2/12/2021,47947.17,46290.27,48929.36,0.0214,48040,46500,49500,0.0108
2/15/2021,48203.45,45893.35,49317.86,0.0053,48040,46500,49500,0.0000
2/16/2021,48585.51,47070.86,50547.71,0.0079,48925,45950,51065,0.0183
2/17/2021,52400.42,48527.79,52631.92,0.0756,52785,49115,53210,0.0759
2/18/2021,52037.53,50889.44,52545.61,-0.0069,52340,51250,53080,-0.0085
2/19/2021,55629.08,50765.49,56332.89,0.0667,55530,50695,56575,0.0592
2/22/2021,54938.64,47873.13,57659.35,-0.0125,53720,48320,57790,-0.0331
2/23/2021,47962.92,45000.27,55017.68,-0.1358,47660,44900,54515,-0.1197
2/24/2021,48758.53,47028.15,51415.15,0.0165,49135,47010,51310,0.0305
2/25/2021,48083.51,48054.26,52075.4,-0.0139,49120,48010,52040,-0.0003
2/26/2021,45672.06,44159.24,48835.53,-0.0515,47002,44270,48300,-0.0441
3/1/2021,48856.4,44897.81,49504.61,0.0674,48870,45150,49985,0.0390
3/2/2021,47451.1,47098.63,50235.99,-0.0292,47820,47245,50550,-0.0217
3/3/2021,50952.74,47401.01,52622.92,0.0712,50900,47955,53000,0.0624
3/4/2021,47918.88,47505.51,51794.04,-0.0614,48310,47425,52190,-0.0522
3/5/2021,49053.13,46309.9,49462.47,0.0234,49555,46295,49745,0.0254
3/8/2021,51878.94,49344.7,51987.06,0.0560,52145,49500,52425,0.0509
3/9/2021,54320.06,51438.56,54819.86,0.0460,54720,51895,55265,0.0482
3/10/2021,56931.78,53045.06,57365.49,0.0470,56620,53430,57815,0.0341
3/11/2021,57624.02,54304.15,57916.27,0.0121,57955,54685,58390,0.0233
3/12/2021,56965.96,55065.89,58138.82,-0.0115,57075,55380,58725,-0.0153
3/15/2021,56414.61,54733.54,60733.15,-0.0097,56900,54915,61255,-0.0031
3/16/2021,56388.15,53288.81,56947.91,-0.0005,55910,53475,57175,-0.0176
3/17/2021,57751.66,54158.83,58303.57,0.0239,57980,54285,58490,0.0364
3/18/2021,57501.51,57031.5,60084.78,-0.0043,57365,57090,60280,-0.0107
3/19/2021,58410.01,56297.4,59453.53,0.0157,58975,56315,59575,0.0277
3/22/2021,54554.83,54247.39,58430.54,-0.0683,55605,54105,58460,-0.0588
3/23/2021,54447.56,53000.08,55848.65,-0.0020,54985,52915,55895,-0.0112
3/24/2021,54050.57,53213.76,57204.88,-0.0073,54645,53135,57225,-0.0062
3/25/2021,52001.01,50440.17,54220.99,-0.0387,52195,50360,53665,-0.0459
3/26/2021,54002.49,51263.33,54288.89,0.0378,53346,51305,53765,0.0218
3/29/2021,57234.35,54816.53,58393.84,0.0581,58210,55110,59000,0.0873
3/30/2021,58673.67,57053.73,59388.52,0.0248,59705,57585,60065,0.0254
3/31/2021,58960.2,56886.38,59807.36,0.0049,59285,57380,60540,-0.0071
